ID_Appel,Date_Appel,Agent,Duree_Traitement_Sec,Statut,Note_Satisfaction,Montant_Facture_EUR,Canal,Sujet,Appel_Traite,Appel_Repris,Conformite,NPS,Reclamation
APP-10615,07/04/2023,Marie Lefevre,263,Non résolu,1.0,16.79,Téléphone,Demande d'information,Oui,Non,Conforme,,Non
APP-10616,28/06/2023,Léa Girard,237,Résolu,5.0,17.15,Téléphone,Relevé compteur,Oui,Non,Conforme,10.0,Non
APP-10617,16/09/2023,Marie Lefevre,345,Résolu,5.0,40.22,Email,Souscription contrat,Non,Non,Conforme,10.0,Non
APP-10618,29/03/2023,Karim Boudiaf,309,Résolu,,21.29,Email,Réclamation,Oui,Non,Conforme,,Non
APP-10619,11/03/2023,Amandine Faure,-16,Non résolu,4.0,29.94,Chat,Déménagement,Oui,Non,Non conforme,,Non
APP-10620,01/12/2023,Amandine Faure,207,Résolu,3.0,43.87,Téléphone,Panne compteur,Oui,Non,Conforme,,Non
APP-10621,07/03/2023,Thomas Petit,139,Résolu,2.0,17.55,Email,Relevé compteur,Oui,Non,Conforme,,Non
APP-10622,05/11/2023,Yanis Belkacem,123,Résolu,4.0,36.62,TEL,Résiliation,Oui,Non,Conforme,6.0,Non
APP-10623,26/12/2023,Marie Lefevre,344,,3.0,12.84,Chat,Changement d'offre,Oui,Non,Conforme,,Non
APP-10624,20/06/2023,Sophie Nguyen,235,Non résolu,5.0,16.73,Téléphone,Souscription contrat,Non,Non,Conforme,,Non
APP-10625,23/03/2023,Marie Lefevre,282,Résolu,,10.72,Email,Panne compteur,Oui,Non,Conforme,7.0,Non
APP-10626,21/07/2023,Karim Boudiaf,246,Résolu,5.0,20.47,TEL,Changement d'offre,Oui,Non,Conforme,10.0,Non
APP-10627,18/04/2023,Julien Marchand,124,Résolu,4.0,38.67,Téléphone,Souscription contrat,Oui,Non,Conforme,7.0,Non
APP-10628,02/07/2023,Nicolas Roux,99,,5.0,30.83,telephone,Relevé compteur,Oui,Oui,Conforme,8.0,Non
APP-10629,30/03/2023,Léa Girard,201,Résolu,2.0,34.15,Email,Réclamation,Oui,Non,Conforme,6.0,Non
APP-10630,25/11/2023,Amandine Faure,208,,4.0,9.36,Téléphone,Déménagement,Oui,Non,Conforme,9.0,Non
APP-10631,20/02/2023,Thomas Petit,208,Non résolu,3.0,35.25,Téléphone,Relevé compteur,Oui,Non,Non conforme,10.0,Non
APP-10632,27/10/2023,Amandine Faure,211,Résolu,5.0,39.23,Téléphone,Souscription contrat,Non,Non,Conforme,9.0,Non
APP-10633,21/01/2023,Sophie Nguyen,426,Résolu,3.0,37.81,Téléphone,Panne compteur,Oui,Non,Conforme,9.0,Non
APP-10634,01/01/2023,Julien Marchand,332,Résolu,5.0,15.62,Email,Souscription contrat,Oui,Non,Conforme,,Non
APP-10635,03/10/2023,Amandine Faure,261,Non résolu,3.0,12.14,TEL,Résiliation,Non,Non,Conforme,8.0,Non
APP-10636,15/11/2023,Léa Girard,233,Résolu,,27.65,Téléphone,Réclamation,Oui,Non,Conforme,7.0,Non
APP-10637,18/05/2023,Julien Marchand,236,Résolu,4.0,42.65,telephone,Demande d'information,,Non,Conforme,,Non
APP-10638,05/03/2023,Amandine Faure,305,Résolu,5.0,19.7,TEL,Réclamation,Oui,Non,Conforme,5.0,Non
APP-10639,24/04/2023,Léa Girard,232,Résolu,4.0,26.77,Chat,Changement d'offre,Oui,Non,Conforme,8.0,Non
APP-10640,20/02/2023,Marie Lefevre,322,Résolu,4.0,24.83,Chat,Litige paiement,Oui,Non,Conforme,6.0,Oui
APP-10641,20/09/2023,Sophie Nguyen,271,Résolu,4.0,27.08,TEL,Résiliation,Oui,Non,Conforme,9.0,Non
APP-10642,28/08/2023,Amandine Faure,427,Résolu,5.0,13.17,telephone,Réclamation,Oui,Oui,Conforme,,Non
APP-10643,21/11/2023,Karim Boudiaf,227,Résolu,5.0,9.11,TEL,Litige paiement,Non,Non,Conforme,,Non
APP-10644,11/03/2023,Nicolas Roux,339,Résolu,4.0,15.47,Téléphone,Déménagement,Oui,Non,Conforme,9.0,Non
APP-10645,26/06/2023,Julien Marchand,146,Non résolu,,32.92,Chat,Facturation,Oui,Non,Conforme,,Non
APP-10646,26/04/2023,Sophie Nguyen,183,Résolu,,40.12,Email,Souscription contrat,Oui,Oui,Non conforme,8.0,Non
APP-10647,02/03/2023,Fatima Zahra,412,Résolu,5.0,14.55,telephone,Réclamation,Non,Non,Conforme,,Non
APP-10648,13/11/2023,Nicolas Roux,318,Résolu,4.0,42.95,TEL,Souscription contrat,Oui,Oui,Conforme,7.0,Non
APP-10649,20/03/2023,Léa Girard,284,Résolu,5.0,33.28,Email,Demande d'information,Oui,Non,Conforme,,Non
APP-10650,13/08/2023,Nicolas Roux,456,Résolu,4.0,40.15,telephone,Panne compteur,Oui,Oui,Conforme,,Non
APP-10651,24/03/2023,Julien Marchand,234,,2.0,29.11,Email,Souscription contrat,Oui,Non,Non conforme,10.0,Non
APP-10652,19/07/2023,Sophie Nguyen,339,Résolu,3.0,15.98,telephone,Facturation,Oui,Non,,,Non
APP-10653,29/05/2023,Fatima Zahra,346,Résolu,3.0,32.38,telephone,Réclamation,Oui,Non,,8.0,Non
APP-10654,12/04/2023,Nicolas Roux,387,Non résolu,4.0,11.94,Chat,Souscription contrat,Oui,Oui,Conforme,,Non
APP-10655,07/08/2023,Marie Lefevre,136,Résolu,4.0,32.34,telephone,Résiliation,Oui,Non,Conforme,,Non
APP-10656,18/05/2023,Thomas Petit,234,Résolu,4.0,40.22,Téléphone,Facturation,Oui,Non,Conforme,10.0,Non
APP-10657,21/02/2023,Léa Girard,269,Résolu,4.0,36.95,Téléphone,Litige paiement,Oui,Oui,Conforme,,Non
APP-10658,29/10/2023,Amandine Faure,385,Résolu,5.0,40.51,Téléphone,Souscription contrat,Oui,Non,Conforme,,Non
APP-10659,08/04/2023,Julien Marchand,280,Résolu,5.0,22.95,Email,Résiliation,Oui,Non,Conforme,9.0,Non
APP-10660,14/10/2023,Thomas Petit,347,Non résolu,,37.89,Email,Litige paiement,Non,Non,Conforme,,Non
APP-10661,08/03/2023,Fatima Zahra,129,Non résolu,5.0,36.2,Email,Changement d'offre,Oui,Non,,7.0,Non
APP-10662,16/07/2023,Amandine Faure,213,Résolu,3.0,38.26,telephone,Déménagement,Oui,Non,Non conforme,9.0,Non
APP-10663,26/09/2023,Fatima Zahra,363,Non résolu,5.0,12.45,Téléphone,Litige paiement,Oui,Oui,Conforme,,Non
APP-10664,19/05/2023,Marie Lefevre,224,Non résolu,4.0,,TEL,Déménagement,,Non,,,Non
APP-10665,10/03/2023,Léa Girard,241,,5.0,,TEL,Résiliation,Oui,Non,Conforme,0.0,Non
APP-10666,26/10/2023,Karim Boudiaf,141,Non résolu,3.0,22.66,Chat,Litige paiement,Oui,Non,Conforme,7.0,Non
APP-10667,22/07/2023,Sophie Nguyen,110,Résolu,3.0,33.73,Email,Souscription contrat,Oui,Non,Conforme,,Non
APP-10668,03/04/2023,Fatima Zahra,150,Résolu,4.0,16.79,Téléphone,Souscription contrat,Oui,Non,Non conforme,,Non
APP-10669,27/09/2023,Sophie Nguyen,46,Résolu,4.0,,Téléphone,Facturation,Oui,Non,Conforme,,Non
APP-10670,05/01/2023,Karim Boudiaf,123,Non résolu,2.0,10.71,Chat,Changement d'offre,Oui,Non,Conforme,8.0,Non
APP-10671,17/05/2023,Amandine Faure,185,Résolu,4.0,30.33,Email,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-10672,27/05/2023,Julien Marchand,338,Résolu,5.0,25.15,Email,Souscription contrat,,Non,,8.0,Non
APP-10673,20/06/2023,Karim Boudiaf,378,Résolu,1.0,22.05,Email,Litige paiement,Oui,Non,Conforme,,Non
APP-10674,16/11/2023,Fatima Zahra,245,Non résolu,5.0,25.73,Téléphone,Facturation,Non,Non,Conforme,6.0,Non
APP-10675,17/08/2023,Nicolas Roux,341,Résolu,5.0,8.95,TEL,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-10676,31/07/2023,Yanis Belkacem,135,Non résolu,5.0,22.76,Email,Litige paiement,Oui,Non,Conforme,,Non
APP-10677,25/10/2023,Léa Girard,102,Non résolu,3.0,29.47,TEL,Facturation,Oui,Non,Conforme,10.0,Non
APP-10678,26/02/2023,Marie Lefevre,449,Non résolu,5.0,36.3,Email,Souscription contrat,Oui,Non,,9.0,Non
APP-10679,25/04/2023,Marie Lefevre,305,Résolu,3.0,38.08,Email,Demande d'information,Oui,Oui,Conforme,10.0,Non
APP-10680,22/03/2023,Marie Lefevre,217,Résolu,1.0,42.3,Email,Souscription contrat,Oui,Non,Conforme,10.0,Non
APP-10681,29/08/2023,Léa Girard,275,Résolu,1.0,10.23,Téléphone,Facturation,Oui,Non,Conforme,9.0,Non
APP-10682,21/08/2023,Amandine Faure,222,Résolu,4.0,11.75,telephone,Réclamation,,Non,,6.0,Non
APP-10683,13/11/2023,Marie Lefevre,289,Non résolu,5.0,25.98,Email,Changement d'offre,Oui,Non,Non conforme,7.0,Non
APP-10684,28/11/2023,Léa Girard,161,Résolu,5.0,19.37,Téléphone,Résiliation,Oui,Non,Conforme,,Non
APP-10685,08/06/2023,Julien Marchand,151,Résolu,4.0,37.71,Chat,Facturation,Oui,Non,Conforme,8.0,Non
APP-10686,05/01/2023,Thomas Petit,67,Résolu,4.0,30.58,TEL,Souscription contrat,Oui,Oui,Conforme,,Non
APP-10687,18/03/2023,Marie Lefevre,275,Résolu,5.0,34.5,telephone,Changement d'offre,Oui,Non,,7.0,Non
APP-10688,15/12/2023,Sophie Nguyen,185,,4.0,12.51,Chat,Demande d'information,Oui,Oui,Conforme,,Non
APP-10689,21/01/2023,Léa Girard,97,Résolu,,14.7,Email,Panne compteur,Oui,Oui,Non conforme,10.0,Non
APP-10690,14/02/2023,Nicolas Roux,152,Non résolu,3.0,27.43,TEL,Demande d'information,Oui,Non,Conforme,8.0,Non
APP-10691,12/05/2023,Nicolas Roux,289,Résolu,5.0,34.23,TEL,Relevé compteur,Oui,Non,Conforme,9.0,Non
APP-10692,16/11/2023,Thomas Petit,254,Résolu,4.0,17.49,Téléphone,Déménagement,,Oui,Non conforme,,Non
APP-10693,21/03/2023,Karim Boudiaf,155,Résolu,2.0,43.63,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-10694,03/04/2023,Karim Boudiaf,365,Non résolu,3.0,28.36,TEL,Demande d'information,,Non,Conforme,10.0,Non
APP-10695,20/01/2023,Amandine Faure,233,Résolu,4.0,9.61,Chat,Relevé compteur,Oui,Non,Non conforme,,Non
APP-10696,19/04/2023,Marie Lefevre,282,Résolu,5.0,30.26,Téléphone,Réclamation,Oui,Non,Conforme,,Non
APP-10697,09/12/2023,Fatima Zahra,252,Non résolu,4.0,38.31,TEL,Souscription contrat,Oui,Non,Conforme,10.0,Non
APP-10698,23/12/2023,Léa Girard,214,Résolu,1.0,15.85,Chat,Résiliation,Oui,Non,Conforme,8.0,Non
APP-10699,12/06/2023,Marie Lefevre,276,Résolu,,30.61,Email,Réclamation,Oui,Oui,Conforme,,Non
APP-10700,19/08/2023,Yanis Belkacem,343,,4.0,41.3,telephone,Déménagement,Oui,Non,,,Non
APP-10701,08/01/2023,Thomas Petit,212,Non résolu,4.0,21.08,Email,Changement d'offre,Oui,Non,Non conforme,9.0,Non
APP-10702,21/06/2023,Karim Boudiaf,307,Résolu,5.0,18.17,Email,Relevé compteur,Oui,Non,Conforme,,Non
APP-10703,20/02/2023,Karim Boudiaf,176,Résolu,5.0,38.44,Email,Déménagement,Non,Oui,Conforme,,Non
APP-10704,29/05/2023,Léa Girard,403,Résolu,2.0,11.53,Téléphone,Demande d'information,Non,Non,Conforme,,Non
APP-10705,22/07/2023,Marie Lefevre,165,Résolu,4.0,31.08,TEL,Relevé compteur,Oui,Oui,Non conforme,2.0,Oui
APP-10706,11/07/2023,Amandine Faure,440,Résolu,,14.22,telephone,Litige paiement,,Non,Conforme,,Non
APP-10707,23/10/2023,Léa Girard,128,,3.0,35.26,Chat,Souscription contrat,Oui,Oui,Non conforme,10.0,Non
APP-10708,20/07/2023,Fatima Zahra,208,Résolu,2.0,,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-10709,13/01/2023,Sophie Nguyen,280,Non résolu,3.0,11.54,telephone,Réclamation,Oui,Non,Conforme,,Non
APP-10710,14/05/2023,Marie Lefevre,243,Résolu,5.0,30.46,Téléphone,Panne compteur,Oui,Non,Conforme,8.0,Non
APP-10711,17/02/2023,Karim Boudiaf,226,Non résolu,4.0,28.23,Téléphone,Relevé compteur,Oui,Non,Conforme,,Non
APP-10712,10/06/2023,Nicolas Roux,189,Résolu,3.0,30.0,Chat,Facturation,Oui,Non,Conforme,,Non
APP-10713,03/01/2023,Sophie Nguyen,116,Résolu,5.0,26.38,Chat,Litige paiement,Oui,Non,Conforme,,Non
APP-10714,12/03/2023,Julien Marchand,167,Résolu,4.0,23.84,Téléphone,Demande d'information,Oui,Non,Conforme,,Non
APP-10715,24/07/2023,Julien Marchand,387,Non résolu,5.0,34.55,Téléphone,Déménagement,Oui,Non,Conforme,7.0,Non
APP-10716,10/08/2023,Nicolas Roux,291,Non résolu,5.0,18.14,Email,Résiliation,Oui,Non,Conforme,4.0,Non
APP-10717,18/01/2023,Amandine Faure,386,Résolu,,10.94,Chat,Demande d'information,Oui,Oui,Non conforme,9.0,Non
APP-10718,06/05/2023,Karim Boudiaf,187,Résolu,4.0,,Téléphone,Demande d'information,Oui,Non,Conforme,7.0,Non
APP-10719,26/05/2023,Yanis Belkacem,148,Résolu,5.0,16.39,Téléphone,Déménagement,Non,Non,Conforme,8.0,Non
APP-10720,11/04/2023,Marie Lefevre,187,,4.0,27.21,telephone,Déménagement,Oui,Non,Conforme,8.0,Non
APP-10721,22/10/2023,Marie Lefevre,222,Non résolu,4.0,10.5,Chat,Facturation,Oui,Oui,Conforme,,Non
APP-10722,04/06/2023,Fatima Zahra,184,Résolu,5.0,27.98,Téléphone,Relevé compteur,Oui,Non,Conforme,,Non
APP-10723,11/07/2023,Yanis Belkacem,303,Non résolu,3.0,40.56,Email,Résiliation,Oui,Non,Non conforme,9.0,Non
APP-10724,03/01/2023,Marie Lefevre,281,Résolu,,20.0,TEL,Déménagement,Oui,Non,Conforme,,Non
APP-10725,03/03/2023,Sophie Nguyen,430,Résolu,5.0,20.32,Email,Panne compteur,Oui,Non,Conforme,10.0,Non
APP-10726,05/09/2023,Julien Marchand,302,Non résolu,4.0,35.03,telephone,Résiliation,Oui,Oui,Conforme,7.0,Non
APP-10727,28/08/2023,Léa Girard,415,Résolu,5.0,25.21,TEL,Réclamation,Oui,Non,Non conforme,5.0,Non
APP-10728,06/07/2023,Léa Girard,248,Résolu,5.0,43.43,TEL,Relevé compteur,Oui,Non,Non conforme,,Non
APP-10729,24/02/2023,Karim Boudiaf,178,Résolu,1.0,14.49,Email,Demande d'information,Oui,Non,Conforme,9.0,Non
APP-10730,15/09/2023,Léa Girard,150,Résolu,2.0,27.83,Email,Résiliation,Oui,Non,Conforme,10.0,Non
APP-10731,10/08/2023,Karim Boudiaf,296,,3.0,11.58,Téléphone,Déménagement,Oui,Oui,Conforme,7.0,Non
APP-10732,27/07/2023,Léa Girard,382,Non résolu,5.0,20.86,telephone,Résiliation,Oui,Non,Conforme,,Non
APP-10733,15/09/2023,Yanis Belkacem,212,Non résolu,3.0,32.6,Téléphone,Souscription contrat,Oui,Non,Conforme,0.0,Non
APP-10734,21/06/2023,Marie Lefevre,191,Résolu,5.0,13.64,Chat,Demande d'information,Non,Non,Conforme,8.0,Non
APP-10735,09/01/2023,Yanis Belkacem,113,Résolu,4.0,44.72,Téléphone,Panne compteur,Oui,Non,Conforme,,Non
APP-10736,12/05/2023,Nicolas Roux,246,Non résolu,4.0,39.16,Chat,Déménagement,Oui,Non,Conforme,,Non
APP-10737,30/07/2023,Julien Marchand,310,Résolu,3.0,27.28,Email,Demande d'information,Oui,Oui,Non conforme,9.0,Non
APP-10738,21/05/2023,Amandine Faure,172,,4.0,35.95,TEL,Demande d'information,Oui,Non,,8.0,Non
APP-10739,24/09/2023,Thomas Petit,260,Non résolu,5.0,12.73,TEL,Réclamation,Oui,Oui,Non conforme,6.0,Non
APP-10740,25/09/2023,Fatima Zahra,285,Résolu,4.0,34.22,Téléphone,Changement d'offre,Oui,Non,Conforme,3.0,Non
APP-10741,09/08/2023,Thomas Petit,5840,Résolu,4.0,9.34,Chat,Litige paiement,Oui,Oui,Conforme,,Non
APP-10742,27/10/2023,Karim Boudiaf,143,Non résolu,3.0,21.33,Email,Relevé compteur,Oui,Non,Non conforme,,Non
APP-10743,30/03/2023,Yanis Belkacem,159,Non résolu,3.0,11.24,TEL,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-10744,25/08/2023,Amandine Faure,247,Non résolu,2.0,19.3,TEL,Litige paiement,Non,Non,Conforme,9.0,Non
APP-10745,30/07/2023,Nicolas Roux,303,,4.0,22.69,Chat,Réclamation,Oui,Non,Conforme,,Non
APP-10746,31/05/2023,Marie Lefevre,434,Résolu,1.0,27.08,Chat,Changement d'offre,Oui,Oui,Conforme,,Non
APP-10747,01/11/2023,Karim Boudiaf,138,Résolu,,42.02,Chat,Litige paiement,Oui,Oui,Conforme,6.0,Non
APP-10748,11/09/2023,Sophie Nguyen,262,Non résolu,4.0,39.5,Téléphone,Changement d'offre,Oui,Non,Conforme,6.0,Non
APP-10749,24/09/2023,Karim Boudiaf,239,Résolu,4.0,15.71,Téléphone,Réclamation,Oui,Non,Non conforme,,Non
APP-10750,10/11/2023,Nicolas Roux,200,Résolu,5.0,40.49,telephone,Souscription contrat,Oui,Non,Conforme,10.0,Non
APP-10751,21/02/2023,Yanis Belkacem,344,Résolu,5.0,40.12,Email,Relevé compteur,Oui,Non,Conforme,9.0,Non
APP-10752,18/01/2023,Yanis Belkacem,291,Résolu,3.0,19.27,Email,Réclamation,Oui,Non,Conforme,,Non
APP-10753,28/12/2023,Amandine Faure,293,Résolu,4.0,10.99,TEL,Changement d'offre,Oui,Non,Conforme,,Non
APP-10754,21/07/2023,Karim Boudiaf,133,Résolu,4.0,33.71,Chat,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-10755,28/06/2023,Yanis Belkacem,208,Résolu,5.0,20.81,Téléphone,Panne compteur,Oui,Non,Conforme,7.0,Non
APP-10756,02/05/2023,Karim Boudiaf,244,Non résolu,5.0,38.43,Téléphone,Facturation,Oui,Oui,Non conforme,4.0,Non
APP-10757,07/11/2023,Marie Lefevre,255,Résolu,4.0,12.9,Chat,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-10758,24/03/2023,Léa Girard,461,Résolu,5.0,36.3,Téléphone,Résiliation,Oui,Oui,Conforme,,Non
APP-10759,06/02/2023,Thomas Petit,212,Non résolu,5.0,14.47,telephone,Déménagement,Oui,Non,Conforme,,Non
APP-10760,04/02/2023,Nicolas Roux,12,Résolu,2.0,13.42,TEL,Panne compteur,Oui,Non,Conforme,8.0,Non
APP-10761,29/05/2023,Fatima Zahra,245,Non résolu,3.0,21.6,Chat,Déménagement,Oui,Non,Conforme,8.0,Non
APP-10762,07/10/2023,Karim Boudiaf,285,,5.0,24.0,Email,Réclamation,Oui,Non,Conforme,7.0,Non
APP-10763,18/06/2023,Marie Lefevre,244,Non résolu,,19.54,Téléphone,Demande d'information,,Non,Conforme,,Oui
APP-10764,10/10/2023,Nicolas Roux,-19,Résolu,1.0,11.91,TEL,Relevé compteur,Oui,Non,Non conforme,7.0,Non
APP-10765,14/01/2023,Julien Marchand,266,Résolu,5.0,31.71,Téléphone,Relevé compteur,Oui,Non,Conforme,9.0,Non
APP-10766,13/08/2023,Karim Boudiaf,288,Résolu,3.0,32.06,Téléphone,Résiliation,Oui,Non,Conforme,,Non
APP-10767,02/10/2023,Yanis Belkacem,124,Non résolu,3.0,13.62,Téléphone,Souscription contrat,Oui,Non,Conforme,,Non
APP-10768,30/05/2023,Sophie Nguyen,178,Résolu,2.0,44.81,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-10769,04/06/2023,Thomas Petit,234,Résolu,4.0,10.14,Chat,Litige paiement,Oui,Non,Conforme,,Non
APP-10770,10/02/2023,Julien Marchand,189,Résolu,4.0,12.49,Téléphone,Demande d'information,Oui,Non,Conforme,7.0,Non
APP-10771,21/08/2023,Karim Boudiaf,203,Résolu,5.0,19.22,Téléphone,Facturation,Oui,Non,Conforme,,Non
APP-10772,23/01/2023,Julien Marchand,267,Résolu,2.0,10.3,Chat,Demande d'information,Non,Non,Conforme,8.0,Non
APP-10773,15/05/2023,Yanis Belkacem,183,Non résolu,5.0,26.85,Téléphone,Panne compteur,Oui,Non,,8.0,Non
APP-10774,01/10/2023,Nicolas Roux,101,Non résolu,4.0,31.08,Email,Résiliation,Oui,Oui,Non conforme,,Non
APP-10775,08/05/2023,Amandine Faure,322,Résolu,4.0,27.5,TEL,Déménagement,Oui,Non,Conforme,,Non
APP-10776,16/08/2023,Nicolas Roux,146,Résolu,4.0,40.8,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-10777,02/02/2023,Nicolas Roux,221,Résolu,,24.64,telephone,Souscription contrat,Non,Non,Conforme,,Non
APP-10778,17/09/2023,Nicolas Roux,194,Non résolu,2.0,23.32,TEL,Réclamation,Oui,Non,Non conforme,10.0,Oui
APP-10779,01/05/2023,Thomas Petit,134,Résolu,2.0,38.62,Chat,Demande d'information,Oui,Non,Conforme,9.0,Non
APP-10780,13/01/2023,Thomas Petit,319,,,8.41,TEL,Déménagement,Oui,Non,Conforme,6.0,Non
APP-10781,24/02/2023,Yanis Belkacem,308,Non résolu,5.0,23.4,TEL,Résiliation,Oui,Non,Conforme,6.0,Non
APP-10782,29/11/2023,Karim Boudiaf,204,,5.0,17.61,Chat,Relevé compteur,Oui,Oui,Non conforme,,Non
APP-10783,04/12/2023,Amandine Faure,238,Résolu,5.0,36.13,TEL,Résiliation,Oui,Non,Conforme,8.0,Non
APP-10784,21/12/2023,Julien Marchand,249,Résolu,2.0,15.96,Téléphone,Demande d'information,Oui,Non,Conforme,9.0,Non
APP-10785,06/03/2023,Amandine Faure,139,Résolu,5.0,8.45,TEL,Demande d'information,Oui,Oui,Conforme,,Non
APP-10786,20/11/2023,Julien Marchand,150,Résolu,3.0,28.27,Chat,Changement d'offre,Oui,Oui,Conforme,9.0,Non
APP-10787,07/02/2023,Sophie Nguyen,237,Résolu,4.0,24.81,Chat,Résiliation,Oui,Oui,Non conforme,,Non
APP-10788,12/11/2023,Karim Boudiaf,132,Non résolu,4.0,20.01,Email,Changement d'offre,Oui,Non,Conforme,,Non
APP-10789,29/10/2023,Amandine Faure,236,Résolu,4.0,35.28,Email,Demande d'information,Oui,Non,Conforme,,Non
APP-10790,02/06/2023,Nicolas Roux,32,Non résolu,5.0,22.6,Email,Réclamation,Oui,Non,Conforme,6.0,Non
APP-10791,18/04/2023,Léa Girard,199,Résolu,2.0,25.0,Téléphone,Réclamation,Oui,Non,Non conforme,8.0,Non
APP-10792,07/11/2023,Karim Boudiaf,265,Résolu,3.0,43.35,telephone,Facturation,Oui,Oui,Non conforme,10.0,Non
APP-10793,08/09/2023,Marie Lefevre,258,Non résolu,4.0,37.12,telephone,Changement d'offre,Oui,Oui,Conforme,,Non
APP-10794,10/08/2023,Nicolas Roux,342,,5.0,24.19,TEL,Panne compteur,Oui,Non,Conforme,6.0,Non
APP-10795,21/08/2023,Amandine Faure,139,Résolu,,17.42,Téléphone,Litige paiement,Oui,Non,Conforme,,Non
APP-10796,21/11/2023,Marie Lefevre,232,Non résolu,3.0,31.58,Email,Souscription contrat,Oui,Non,Conforme,6.0,Non
APP-10797,15/02/2023,Amandine Faure,322,Résolu,2.0,32.4,telephone,Souscription contrat,Oui,Non,Conforme,,Non
APP-10798,28/06/2023,Nicolas Roux,264,Non résolu,5.0,30.72,Email,Changement d'offre,Oui,Non,Conforme,10.0,Non
APP-10799,27/02/2023,Fatima Zahra,311,Résolu,4.0,10.47,TEL,Panne compteur,Oui,Non,Conforme,,Non
APP-10800,08/09/2023,Yanis Belkacem,132,Résolu,4.0,35.29,Email,Facturation,Oui,Non,Conforme,9.0,Non
APP-10801,06/08/2023,Léa Girard,245,Résolu,3.0,26.95,Téléphone,Réclamation,Oui,Non,Non conforme,10.0,Non
APP-10802,26/02/2023,Yanis Belkacem,219,Résolu,,,Email,Panne compteur,Oui,Non,Conforme,,Non
APP-10803,26/01/2023,Amandine Faure,248,,5.0,11.14,telephone,Réclamation,Oui,Non,Conforme,7.0,Non
APP-10804,07/01/2023,Marie Lefevre,207,Résolu,4.0,10.64,Téléphone,Souscription contrat,Oui,Oui,Conforme,,Non
APP-10805,05/03/2023,Léa Girard,256,Non résolu,4.0,8.45,Téléphone,Litige paiement,Oui,Non,Conforme,0.0,Non
APP-10806,06/11/2023,Sophie Nguyen,118,Résolu,5.0,20.94,TEL,Relevé compteur,Oui,Oui,Conforme,7.0,Non
APP-10807,02/12/2023,Yanis Belkacem,152,Résolu,,36.66,Email,Réclamation,Non,Non,Conforme,0.0,Non
APP-10808,21/07/2023,Thomas Petit,145,Résolu,5.0,,telephone,Changement d'offre,Oui,Non,Conforme,8.0,Non
APP-10809,12/02/2023,Karim Boudiaf,288,Non résolu,5.0,14.44,Email,Déménagement,Oui,Non,Non conforme,,Oui
APP-10810,10/09/2023,Fatima Zahra,265,Non résolu,1.0,36.28,Chat,Relevé compteur,Non,Non,Conforme,,Non
APP-10811,13/09/2023,Thomas Petit,176,Résolu,4.0,17.81,Téléphone,Panne compteur,Oui,Oui,Conforme,0.0,Non
APP-10812,04/03/2023,Sophie Nguyen,294,Résolu,,22.13,Chat,Changement d'offre,Oui,Non,Conforme,0.0,Non
APP-10813,31/05/2023,Fatima Zahra,358,Résolu,5.0,15.61,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-10814,18/04/2023,Thomas Petit,265,Non résolu,3.0,36.66,Email,Facturation,Oui,Non,Conforme,,Oui
APP-10815,26/12/2023,Julien Marchand,156,Résolu,2.0,31.82,Chat,Souscription contrat,Oui,Non,Non conforme,8.0,Oui
APP-10816,09/04/2023,Fatima Zahra,187,Résolu,5.0,43.83,Email,Réclamation,Oui,Non,Conforme,,Non
APP-10817,21/04/2023,Fatima Zahra,243,Résolu,4.0,37.55,Email,Demande d'information,Oui,Non,Conforme,,Non
APP-10818,12/11/2023,Nicolas Roux,7420,Résolu,3.0,35.68,Chat,Souscription contrat,Oui,Non,Conforme,4.0,Non
APP-10819,12/03/2023,Amandine Faure,401,Résolu,4.0,38.04,telephone,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-10820,12/06/2023,Amandine Faure,163,Résolu,3.0,20.52,TEL,Souscription contrat,Oui,Non,Conforme,,Non
APP-10821,13/10/2023,Léa Girard,272,Non résolu,5.0,42.34,TEL,Relevé compteur,Oui,Non,,,Non
APP-10822,02/04/2023,Marie Lefevre,186,Résolu,5.0,23.99,TEL,Réclamation,Oui,Oui,Conforme,,Non
APP-10823,23/07/2023,Marie Lefevre,124,Résolu,2.0,24.26,Téléphone,Changement d'offre,,Non,Conforme,10.0,Non
APP-10824,07/10/2023,Karim Boudiaf,292,Non résolu,3.0,16.91,telephone,Panne compteur,Oui,Non,Conforme,,Oui
APP-10825,19/02/2023,Amandine Faure,253,Résolu,5.0,12.5,TEL,Souscription contrat,Non,Non,,10.0,Non
APP-10826,26/07/2023,Léa Girard,258,Résolu,5.0,31.9,TEL,Panne compteur,Oui,Oui,Conforme,,Non
APP-10827,22/11/2023,Marie Lefevre,225,Résolu,4.0,18.58,Téléphone,Déménagement,Non,Oui,Non conforme,7.0,Non
